,text,sentiment
23745,"емцы, накормленные нацистской пропагандой относились к нам ещё более предубеждённо, чем вы относитесь к зулусам.Вырезать поголовно всех белорусов, как это говорили в СССР, немцы бы вряд ли стали. Это накладно и с материальной, и с политической точки зрения. Победи они, у нас бы было точь в точь то, что сейчас происходит в Африке. Из страны, где большинство населения голодает, выкачивали бы сырьё в Германию, очень узкая прослойка немецких специалистов и местной  элиты  жила бы по стандартам Германии в закрытых крепостях-резервациях, часть территории бы контролировалась партизанами всех расцветок, немецкие военные спецы и местное пушечное мясо из полиции воевали бы с ними с переменным успехом. А жирноватые бюргеры читали бы об этом в благопристойных газетах и лениво рассуждали:  Они же тупые и до прихода фюрера жили в каменном веке .  Мне не особо хочется раcсказывать про равенство эсесовцам, да и тема была не про это. Дискуссия началась с того, чтоНельсон Мандела принял ЮАР с атомной бомбой, а оставил ее с сохой.(с)Вопрос в том, кем его считать 1) мудаком, который под знаменем освобождения довел развитую страну до постапокалиптичной разрухи, при которой сильно лучше не стало ни черным ни белым",0
49373,"Отель имеет прекрасное расположение перешел улицу море, все в шаговой доступности и Бангла роад и торговые центры недалеко, територия супер на улице шум и т.д. заходишь тихо, два выхода, парковка если взял авто или байк бесплатно, номерной фонд не самый новый но и не ужас. Рекомендую.",1
35259,"Довольна отношением
Нам к сожалению в два месяца пришлось обращаться в Он клиник. У дочки расстройства были постоянные, поэтому направили на анализы. Но такую крошечку по больницам возить не очень хотелось. Решили найти клинику, что бы анализы сдать на дому. Оказалось в Он клиник есть такая услуга. Анализы уже забирала сама в клинике, гастроэнтеролог поставила на учет. Она же нам и лечение назначала, которое помогло. Стул наладился, дочка стала спокойной, потому, что ничего не беспокоило. Нам уже 3, и до сих пор стоим на учете в клинике, периодически ходим на прием.
",1
39527,"Гинекология
Хочу сделать свой вклад и оставить отзыв о Медицинском центре КлиНика. К сожалению, в наше время бесплатная медицина явно не привлекает, а некоторые заведения - вовсе наоборот, отпугивают. Запах больницы, хамоватый персонал и унылая плитка на полу - хамят в регистратуре, телефоны всегда заняты. перечислять можно бесконечно. Про гинекологию я и вовсе молчу, беременеть просто страшно! По любому найдут что-то и положат в род-дом, обколят уколами и запугают так, что жить не хочется.
В общем, натерпелась я этой бесплатной медицины (хотя там дай 500 рублей, здесь 350. и уже не бесплатная она вовсе).
Сходила в КлиНику в прошлом году на УЗИ, и теперь забыла - каково это: сидеть в очереди и нюхать хлорку. Цены, конечно серьёзные, особенно для тех, кто имеет маленькую зарплату, но здоровье тоже дело серьёзное!
Зато я точно знаю за, что плачу: я приду в чистое и красивое помещение к приятным людям, которые позаботятся обо мне, сделают всё необходимое и без лишней волокиты выдадут нужные документы.
В общем, берегите своё время и здоровье - лучше потратиться пару раз, зато нервы сбережете!
",1
2610,"Очень маленький отель.На 3 звезды вообще не тянет.Там рядом все отели такие, очень маленькие, завтраки горячего ни кашки ничего нету, только кофе, чай и молоко. Расположение отеля: не далеко метро и автобусная остановка.",0
28052,"Доволен результатами лечения
Лечил геморрой в разных больницах, а результатом остался доволен только после посещения «Медикал Он Груп». И впредь готов платить деньги, лишь бы качество было такое, как у них. Молодцы, ребята! Так держать! С...мин Ю.А.
",1
15000,"Работа больницы
Легла со здоровым ребенком на операцию, через 7 дней сбежала подцепив ребеночку отравление и ротовирус и никакой операции. Да, собирают по 300 руб. на бумагу туалетную, пакеты одноразовые для памперсов и моющие средства, которым красная цена 15 руб. И на кухне весит график дежурств кто что и когда моет. КУДА СМОТРИТ СЭС!
",2
53760,"Огромное спасибо
Сегодня поехали с дочкой. Подозрение было на флюс. Врач был супер, подход к детям на высшем уровне. Удалили зуб, сначала не поняла даже, что ей укол сделали, а про удаление вообще молчу! Спасибо огромное врачу, побольше бы таких!
",1
7256,"Делаю выводы
Зашла посмотреть отзывы о Раменском ЦРБ, т. к. переехала в этот город и хотела встать здесь на медобслуживание, прочитала и волосы зашевелились, до какой степени обижают людей, какие доктора их лечат. Я уверенна, что хоть 50% правды есть! А в эту поликлинику РПЗ, вообще страшно идти. Прям хочется все эти жалобы послать в Минздрав РФ. Пусть почитают и разберутся. Нет дыма без огня! А лечиться я буду по старому месту жительства. Безопаснее!
",2
37625,"Есть и хорошие врачи
В Скандинавском Центре обслуживаюсь по страховке уже около полугода. Совсем уж плохих врачей мне не попадалось, хотя я перед тем как идти - отзывы читаю и записываюсь только к тем про кого плохих отзывов нет =)
Плюс врачи иногда сами друг друга рекомендуют. В итоге:
ЛОР Томин - отличный доктор, решил мою проблему с носом, с которым я мучалась уже незнамо сколько лет;
Гинеколог Брушлинская - очень популярный врач, к ней такие очереди выстраиваются, за 2 недели надо записываться, очень квалифицированная и опытная;
Иммунолог Кузнецова - тоже очень все хвалят, очень деликатная, милая женщина, до результатов моего лечения пока далеко, но читала про нее массу хороших отзывов и очень ей доверяю;
Врач УЗИ Андреева - многие врачи рекомендуют записываться к ней, видимо она тоже очень хороший доктор;
Терапевт Болотина - внимательная, адекватная, приятная женщина =)
Желаю всем не болеть!;)
",1
16588,"Я год назад на это попалась - просто вообще такого опыта не имела и сильно раскрылась в открытом всем ветрам пространстве. Получила удар, казалось бы - приобрела опыт, но люди часто самонадеянны и редко - мудры. На этот раз он вышел ко мне с похвалами - то-се, у нас с вами был конфликт в прошлом, но я вам так благодарен за то, что вы делаете. Я не растаяла, я не поверила - но я сдуру захотела его прощупать: шизик, отаку прыщавый или гордая одинокая душа (ну, все барышни к таким склонны в глубине души). И вот что я вам скажу - у меня есть определенная сенсорность: подключился он ко мне на первом же слове - моем к нему - и протянулась веревка, и она какие-то гадкие образы поднимала во мне и вообще баламутила... Короче, когда он перешел на хамство спустя пару дней, - то есть я первая перешла, душно уже очень стало, - веревка с треском лопнула, возникла явная энергетическая брешь, и то, что там его забанят теперь, мне никак уже не поможет, придется березки обнимать :) А лучше - помолиться как следует, конечно. У вас очень смешная и очень интересная работа получилась, но тут сказали уже выше (и я с этим совершенно согласна) - энергия не может быть абы какая - плохая, черная, грязная энергия хуже, чем никакая, - это иллюзия, что вы ею зарядились, - она вас будет разрушать. С энергиями вообще все очень жестко - никакой игры, если не владеешь этими практиками. Поэтому я на сегодня не знаю другого выхода, кроме абсолютного, необратимого игнора, - мысленно ставить стекло непроницаемое (как круг раньше рисовали против нечистой силы, помните - в  Вие ), завихривать мысленно потоки энергетические по кругу и настраиваться на то, что это иллюзия - этого просто не существует. Мерзотная эта энергия, че сло, - бррр!   упырить упырей - это круто)если подойти к этому вопросу с умом, то очень хорошая прокачкано не заиграться)  Маша - чудо прекрасное.",1
18369,"Отличное место !  Встретила улыбчивая девушка-менеджер , официантка помогла выбрать блюда , подробно рассказала о каждом .  Я ела суп с тыквой и креветками и потрясающую рыбу с мелко нарезанными фруктами .  Каждое блюдо выглядело как шедевр !!!!! эстетическое и вкусовое совершенство !  Спасибо всем за добрый вкусный вечер !  ",2
13841,"Сделайте медицину платной
Впервые столкнулась с такой наглостью врача, Черевко Дмитрий Владимирович требует денег за операцию, помимо денег на запчасти для кисти. И не краснеет. Говорит, что государство не вознаграждает его труд должным образом. Сделайте медицину тогда платной, будет честней.
",2
16936,"Много раз лежала в этой больничке
И каждый раз разное мнение, когда безысходное положение и нет денег на платную клинику, можно крепануться и в семнашке!
Закалывают конечно убойными препаратами, и всегда возникают проблемы с возможностью уйти домой! Почему? Непонятно, может и правда им доплачивают за это. Главное, это хорошая компания! Тогда и 28 дней полежать там можно! Хотя от тюрьмы эта больница мало чем отличается, но если хочешь перекумарить и больше не употреблять всякую отраву, можно и потерпеть!
",2
56381,"Хороший роддом № 18
Рожала там два раза в 1998 и 2005г. дочек. Сына тоже буду рожать там. Роддом нормальный, не наглый. Спасибо Анне Павловне за Настюшу. А сейчас, Татьяне Дмитревне, она мне писарий в апреле 2008 г. поставила. Вот скоро снимут, и начнуться роды.
",1
61114,"Ужасная клиника
Ужасная клиника! Никогда никогда туда не ходите, зря потратите нервы и деньги. Не работает ни одна машина нормально. Анастезия берет только уже дома, а не в кресле!
",2
33092,"Плохое отношние к клиентам
Вызывали взять анализ на дому. Заказ был на субботу 21.11.15 г. на 9 утра. НИКТО НЕ ПРИЕХАЛ! И не перезвонил! Телефон, указанный на сайте, просто не отвечал. Сегодня дозвонились туда, спрашиваем почему не приехали? Девушка на телефоне сказала, что сейчас все выясним и перезвоним Естественно, никто не перезвонил с объяснениями. НЕ СВЯЗЫВАЙТЕСЬ С ЭТОЙ ФИРМОЙ!
",2
2160,"Минусы:- Катастрофически маленький номер- Нет интернета в номерах- В нашем номере окно выходило в узкий колодец, поэтому было как в склепе, непонятно какая погода и проснуться невозможно.- Видимо из-за плохой вентиляции вещи в номере и постель казались сыроватыми пока не нагреешь )Плюсы:- Удобный и вместительный шкаф- Более-менее чисто (кроме одеяла с непонятными пятнами и плесневелой занавеской в ванной)- Близко к метро- Очень много мест рядом с отелем, где можно недорого поесть.Отель на твердую троечку в общем.",0
1715,"Это действительно один из лучших отелей Барселоны, в которых я была. Отель новый, дизайн - выдержан в едином стиле. Сам номер средних размеров, зато размеры ванной комнаты приятно удивили. Летом рекомендую брать номера с террасами, очень приятно посидеть теплым вечером. Бассейн небольшой, но три человека одновременно будут плавать свободно. Рядом метро и улица полная магазинов. Кстати, в воскресенье они не работают. Особенно хотелось бы отметить ресторан отеля - обязательно для посещения. ужин (три блюда за 24 евро) - потрясающий!",1
21754,"Приходит ли вместе с ними умение анализировать и думать - не знаю.  Ну я лично шла за корочкой, но оказалось, что образование во многом помогло в реальной работе.  Да, согласна. Конечно, совок еще правит умами, главное - получить диплом. Когда моя подруга отучилась пять лет на инженера (родители устроили сразу после школы), мама спросила ее: дочь, вот теперь ты отучилась, и я могу спросить, кем ты хочешь быть? Ну не абсурд ли? )) Тем не менее, все немного меняется, появляются работодатели, которые хотят видеть результат, а не корочки, хотя они в меньшенстве. Люди задумываются о высшем образовании, о том, а всем ли оно надо, появляется молодежь, которая учится не в вузах, а самостоятельно, на курсах и т.п. и работает достаточно эффективно. Просто слой льда слишком толстый, и времени, чтобы он раскололся понадобится немало.  Стыдно признаться, но я пока только в процессе получения вышки. Выбор специальности обусловлен формальными требования к моей должности.",1
24616,"Хороший бизнес-отель в деловой части города со стандартным для своего сегмента набором услуг. Неплохой фитнес-центр и SPA с баней и хамамом, крытым и открытым бассейнами. Отличный выбор за эти деньги.",0
26421,"Отель в районе Кумкали, что недалеко от Гранд Базара,а вот до Гоулбой мечети и Софийского собора придется ехать на трамвае или идти довольно прилично.В номерах есть все необходимое для комфортного пребывания",0
264,"АСТАНА. КАЗИНФОРМ - Более тысячи платных парковочных мест появятся на новом железнодорожном вокзале. Открытие вокзала планируется в мае  текущего года, сообщает «Вечерняя Астана». Как отметил директор по транспорту ТОО «Астана LRT» Рустам Халилов, помимо уличной парковки, здесь возведут здание паркинга на несколько сотен автомобилей. На новом вокзале не должна повториться ситуация, которая произошла на старом вокзале. «Будут предусмотрены места для инвалидов и легальных перевозчиков такси. Мы не зря развиваем общественный транспорт, поэтому обязательно для людей будет предоставлена возможность пересадки на автобусы. Основная задача парковок в том, чтобы люди не бросали свой автомобиль на длительное время. В качестве примера возьмем введение платы на нынешней привокзальной площади», - рассказал Рустам Халилов. По его словам, раньше парковка была забита автомобилями на 80-90 процентов, в лучшем случае оставалось только 10 процентов свободных мест. Сегодня загруженность парковки составляет 60-70 процентов в часы пик. Теперь здесь свободно можно найти место для временной стоянки автомобиля. По завершении рассмотрения Программы транспортной системы ЭКСПО станут известны сроки ее реализации.      ",1
2981,"Жил в Бристоле к сожалению только один раз, пробовал и Крийон и Ритц, но Бристоль вспоминаю с любовью. Отлично работают консьержи, рум - сервис на высоте. Расположение - лучше не придумаешь. Отлично убирают номера, персонал очень приветливый. я рад, что в первую поездку жены в Париж мы остановились именно в Бристоле - это правильный выбор!",1
26749,"в контексте: [...] т страны бездельников и государственных иждивенцев (России) за 2012 год. Справочная информация. [...]  Экономика может вбухивать хоть 50% в пенсии, они от это выше не станут.Экономика подачек ущербна и обречена.  Согласна..Только ,может это  задолго ДО Путина позволили бездельничать всем?Раньше лоботрясы уголовно наказывались даже и отправлялись на принудительные работы.  это хорошо, что Вы поинтересовались вопросами бюджета. :)вот, и я вместе с Вами.вообще, не хорошо делить на  граждан  и  организиции  - физлица и юрлица, мы не видим здесь срез юрлиц по отраслям, но львиная доля налоговых поступлений это не общепринятая эксплуатация недр, а банальная торговля.",1
11402,"Ресторан очень понравился .  Обо всем по порядку .  С порога была удивлена "" приветливым "" насколько это возможно охранником : все-таки не очень приятно , когда на тебя буквально накидывается дяденька раза в два тебя больше со своим любезным "" Здрасьте "" .  Атмосфера ресторана немного противоречива : стремление создать что-то романтическое , с приглушенным светом , утопающее в зеркальных коридорах ( кстати , один из огромных плюсов ресторана : при минимуме пространства поддерживается иллюзия "" огромности "" залов ) не совсем сочетаемо со стилем и громкостью музыкального сопровождения .  Цветовая гамма ресторана достаточно агрессивна ( черый зал с красными световыми акцентами ) , однако это позволяет подчеркнуть азиатскую направленность заведения : классически японское сочетание черного с красным , не хватает только драконов по стенам ) Еду оставляю без комментариев - это надо пробовать !! Все было очень вкусно .  Особенно порадовали алкогольные коктейли .  Небольшая рекомендация : если надумаете пробовать тайское блюдо ( коих в меню совсем немного )) , то когда Вам предложат выбрать остроту блюда , не бойтесь заказывать сильную : это позволит Вам насладиться должным вкусом тайского блюда . Персонал ресторана приветливый , дружелюбный , профессиональный . Особенно запомнился сомелье . Качество обслуживания высокое , скорость обслуживания аналогичная . Удачен также дизайн уборной . Один момент : уж очень не хватало зеркала и салфеток в туалете . После выхода из ресторана хочется бродить по святыням Петербурга , дышать его влажным тягучим воздухом .. Благо , что все рядышком : вот и Исакий сверкает своим подсвеченным куполом , и ночь рисует силуэт Николая I ..  ",1
47518,"Мы очень довольны
Считаю, нам повезло с поликлиникой. Не я одна разделяю исключительно положительные и добрые отзывы о нашем участковом педиатре Зинаиде Николаевне Мельник - опытнейший доктор с огромным стажем, никогда не ""залечивает"", грамотно описывает как проблему, так и путь решения. Из других специалистов, кого мы ценим - великолепный невролог Попова Елена Николаевна (сочетание профессионализма и педагогического дара, умеет общаться прежде всего с пациентом-ребенком), любимый окулист Алма Калиулловна Молдагалиева, квалифицированный ортопед Елена Витальевна Скрипка.
Два минуса, о которых нельзя не сказать.
Первый - работа регистратуры. Дозвониться крайне сложно, а уж если идет эпидемия ОРВИ - вообще пиши пропало. Слава Богу, что мы живем близко и я работаю тоже близко, оформляю вызовы на дом письменно в очереди.
Второй - побывав у эндокринолога Астраханцевой Ольги Петровны, вышли с сильным перегибом палки по диагнозу младшему сыну, диагноз потом был опровергнут детским отделением ЭНЦ РАМН, но править ""замаранную"" школьную карту куда дольше, чем не марать ее изначально. Запугивание не по делу не прибавит пациенту здоровья, а только добавит клиентов неврологам и психологам. И потом, ну если так охота, пугайте на словах, но не на бумагах.
",1
23285,"Жалко, что не увидят много человек, но тем не менее.. Друзья, если решите посетить Стамбул, и если ваши мысли будут посвящены именно туризму, примерьте, пожалуйста ""Кафтан"", найдите Рухина, и передайте ему большой привет от нашей семьи. Человек, загадка, человек, большой харизмы и большая умница и...человек который вам даст полную поддержку. Отель - да все отлично, вы же не спать приехали, а путешествовать. Хорошего отдыха.",1
7809,"Хорошее месторасположение, рядом улица Рамбла. Большой плюс отеля, это бассейн на крыше с панорамным видом на Барселону. Завтраки не разнообразные, но вкусные. Вокруг отеля много баров и ресторанов где можно покушать и раслабиться, но советую вечером пойти на крышу в лаундж бар и попить коктейли. Крыша отеля это самый главный его плюс!",1
17197,"18.08.2012 отмечали свадьбу в этом замечательном ресторане .  Вкуснейшая еда , обслуживание на уровне , оформление зала , потрясающий торт !  Спасибо большое Нане и обслуживающему персоналу !!  ",2
23333,привет всем сотрудникам этого замечательного ресторана .  Вчера большой компанией отдыхали в ресторане . провели его здорово . спасибо большое всем вам !!!!!!!! так держать !!!!!!!!! Анатолий и компани .  ,2
112,"Будьте осторожны
Фальсификат в аптеке! Продают поддельный Энтеродез! Кому интересны подробности, пишите на почту, отвечу! Носила обратно в аптеку, меня отправили восвояси, показали сертификат, сказали, что у них все в порядке. Ездила к производителю, факт подделки мне подтвердили и сказали, что у Самсон Фарма это, оказывается не впервые. Люди пишут, что рады ценам, отсутствию очередей и проч. Опомнитесь, вы по доступной для вас цене и с улыбкой на губах фармацевта покупаете фальсификат. Для меня это катастрофа, если уж Самсон Фарма подделки продает, что говорить о мелких лавчонках! Я думаю, что раз Самсон Фарма даже никак не заинтересовались таким случаем, значит это для них в порядке вещей, значит одним лекарством они не ограничиваются. Сознательно убивают население что ли?
",2
15988,"Расположение отеля отличное. Станция метро Маркешез Музеум рядом с отелем. В другуюс торону от отеля другая станция метро SpittelMarkt. До Александрплатц пешком минут 10. Номер двухместный бизнес-класса ""Плюс"" большой, угловой, с мини-кухней (холодильник, микроволновка, электрочайник). Окна выходили на реку и улицу. 2 пива и 2 воды каждый день обновляли. По запросу дали посуду для кухни (сковорода, пару кастрюль, тарелки суповые 2 шт, большие 2 шт, десертные 2 шт. салатник большой и маленький, ложки, вилки, ножи, открывалка, половник, венчик, доска разделочная, тряпочки и жидкость для мытья посуды) и это стоит 10 евро разово.Нет кондиционера, было жарко. Открывали окна - шум с улицы (постоянный ремонт моста с 6.00 до 17.00, однажды ночью- крики и разборки пьяной немецкой молодежи, как следствие полиция с сиреной и мигалками, потом пожарные и скорая помощь, в итоге уснуть смогли часа в 3-4 утра). Через три дня после заселения горничные забрали 1 из 3 больших полотенец, а наследующий день и второе...(в номере проживал 1 взрослый и 2 маленьких детей). На ресепшене попросила вернуть полотенца не место, сказали окей и 2 дня ничего не менялось - жили втроем с 1 полотенцем. Потом поймала горничную в соседнем номере и выпросила еще 1 полотенце.",0
11665,"Платный прием мимо кассы
Пытались достать талон к эндокринологу. Бесплатно не получается. Решили пойти в платный день. Как добросовестные граждане обратились в кассу в поликлинике, цены указаны (кстати они не совпадают с реальными, т. е. реальные больше) на официальном сайте этой же поликлиники, там нам сказали идти сразу в кабинет к врачу и деньги отдать врачу. Естественно ни договора ни чека врач не предоставил.
",2
30285,"Неквалифицированный специалист
Врач-дерматолог Котвицкая Т. В. отвратительно ведет прием, начиная от грязного халата, хамского обращения и заканчивая неправильными диагнозами. При первом взгляде на руки ребенка поставила диагноз сифилис. И сказала сдать анализы. Пришлось обращаться в КВД по месту жительства, где сразу поставили кожный дерматит и выписали мазь и таблетки.
",2
11096,"Большое спасибо 2 хирургическому отделению
Здравствуйте, меня зовут Гусарова Марина,))))) я попала в эту больницу с полипом кишечника. Положили 20.07.15. Весь персонал приветливый, не хамит,)))))) всегда помогут, подскажут,))))) ну очень мне понравились.))) 21.07.15 сделали мне операцию. Оперировал Варганян Васкан Костанович и еще девушка хирург Аня, фамилию не помню, потрясающие врачи. Хотели оперировать под местным наркозом. Я трусливая, попросила общий. Так мне ни в чем не отказали. Это с условием того, что операционная уже была подготовлена для меня пришли все врачи и медсестры. Подождали, пока подействует,)))) но не ругали мол чего захотела и под местным сделаем. такого не было, пошли на встречу мне трусихи. Через часа два после операции пришли узнать как я себя чувствую,)))) а после операции я попросила обезболивающее, Вера пришла и сделала мне. Не заставила себя долго ждать,)))) утро начиналось так: 8:00 приходил врач осматривал. потом в 13-14 еще раз осматривал и делали перевязки. Раза три в день заходят мерить температуру. Кормят хорошо. я всем довольна и каши, супчики, мясное суфле, красную рыбу давали, компот, чай с молоком, кисель и многое другое,)))) спасибо большое докторам))))) ))) и всем девочкам на нашем этаже за добрые и приветливые глаза.))))))
",1
8015,"Вы правы отчасти, конечно никто не хочет сесть за взятки, но тут уже просто круг, а страдают пациенты. Я в тот момент не сообразил насчет подойти и спросить конкретно а что именно вы будете ставить? Возможно это бы сработало.
",0
18275,"Отвезите меня к Шели, прошу вас. Умоляю - к Шели, ну что вам стоит? Ироды!! Христопродавцы...  - это представление продолжалось вот уж вторую неделю...   разве не выглядит достаточно иронично то, что ШАС вдруг Ирония тут совершенно ни при чем. Это закономерно. ШАС сделают всё, чтобы остаться у (или вернуться к) кормушке. Тут, у Вас, кто-то (уже не помню, может быть и Вы сами) спорил со мной, когда я назвал ШАС НЕ-сионистской партией. Три раза  Ха! . Что, нужны еще какие-то доказательства? Эти и поселения выселят, и договр о дву-национальном государстве подпишут, и, наверное, массовое крещение примут.   ЩАСам глубоко плевать на поселения, сионизм и на все остальное... Им деньги плати и проводи какие хочешь законы. Они и за МЕРЕЦ проголосуют ..  Кроме того им сшили уже такое количество всяких законов и соглашений , что деньги они свои получат, но конечно одно дело брать, что дают и другое дело самим себе делить.....   Проведите, проведите меня к нему, я хочу видеть этого человека!   Рав Овадья будет разговаривать с женщиной? Да ты антисемит!  Ироничным, нет не выглядит.",0
44516,"Наша история
Здравствуйте, была в клинике Спасение с младшим братом, он у меня к сожалению наркоман (точнее был наркоманом, а теперь здоровый человек). Очень понравился персонал клиники - тебя прямо с порога окружают заботой и вниманием, и брат поначалу настроенный достаточно агрессивно - быстро оттаял почувствовал, что эти люди действительно хотят ему помочь. Прошли детоксикацию и после разговора с врачом, поняли, что нужно обязательно ехать на реабилитацию, через несколько месяцев я была потрясена как изменился мой братишка (никакой злости, агрессии) каким приятным человеком он снова стал. По его же словам к наркотикам его не тянет абсолютно, так, что мы избавились от этой заразы! Огромнейшее спасибо всем сотрудникам клиники ""Спасение""!
",1
50760,"Благодарность Ардеевой Ларисе Ивановне
Хочу сказать огромное спасибо Ардеевой Ларисе Ивановне, за профессионализм и позитивное общение с детьми))очень жаль, что она уходит с 1 сентября, будем скучать по ней. ( ( (
",1
6917,"мой первый приезд в Испанию и, как правильно был сделан выбор отеля! Cotton house удивляет своей элегантностью и изысканностью, очень красиво оформлены номера! Кровать, постель - это райское удовольствие, хороший выбор подушек, в номере тихо, качественный сон Вам обеспечен. Завтраки только за отдельную плату, что лично для меня является маленьким минусом, который компенсируется множеством др.преимуществ!",1
